Age,Gender,Department,JobRole,MonthlyIncome,OverTime,YearsAtCompany,MaritalStatus,Attrition,AttritionRiskScore,RiskCategory
35,Male,Research & Development,Research Scientist,3506,Yes,3,Married,No,48.0,MEDIUM RISK
42,Female,Research & Development,Research Scientist,2372,Yes,1,Married,No,51.0,MEDIUM RISK
43,Female,Sales,Sales Executive,10231,No,21,Single,No,52.5,MEDIUM RISK
36,Female,Research & Development,Manufacturing Director,5410,Yes,16,Single,No,52.5,MEDIUM RISK
44,Female,Research & Development,Healthcare Representative,7978,No,10,Married,Yes,51.0,MEDIUM RISK
28,Male,Research & Development,Laboratory Technician,3867,Yes,2,Married,No,48.5,MEDIUM RISK
51,Female,Research & Development,Laboratory Technician,2838,No,7,Single,No,49.5,MEDIUM RISK
30,Female,Research & Development,Manufacturing Director,4695,Yes,8,Single,No,52.5,MEDIUM RISK
29,Female,Research & Development,Laboratory Technician,3339,Yes,7,Divorced,Yes,50.5,MEDIUM RISK
28,Male,Research & Development,Research Scientist,2080,No,3,Single,No,60.0,HIGH RISK
25,Female,Research & Development,Research Scientist,2096,No,2,Single,No,51.5,MEDIUM RISK
32,Male,Sales,Sales Executive,6209,No,10,Married,No,46.5,MEDIUM RISK
45,Female,Research & Development,Manager,18061,No,0,Single,No,51.0,MEDIUM RISK
39,Female,Research & Development,Manager,17123,Yes,19,Divorced,No,50.5,MEDIUM RISK
58,Male,Research & Development,Research Scientist,2372,No,2,Divorced,No,46.5,MEDIUM RISK
32,Male,Research & Development,Laboratory Technician,4883,No,10,Married,Yes,49.5,MEDIUM RISK
39,Male,Research & Development,Research Scientist,3904,No,5,Single,Yes,57.0,MEDIUM RISK
30,Female,Research & Development,Laboratory Technician,4627,No,9,Married,No,50.0,MEDIUM RISK
36,Female,Research & Development,Healthcare Representative,7094,No,7,Married,No,55.0,MEDIUM RISK
46,Female,Human Resources,Human Resources,3423,No,7,Single,No,58.0,MEDIUM RISK
28,Female,Research & Development,Laboratory Technician,6674,No,9,Married,No,47.5,MEDIUM RISK
50,Female,Research & Development,Research Director,16880,Yes,3,Married,No,58.5,MEDIUM RISK
40,Male,Sales,Sales Executive,9094,Yes,5,Single,Yes,53.0,MEDIUM RISK
52,Male,Sales,Sales Executive,8446,Yes,8,Single,Yes,52.5,MEDIUM RISK
30,Female,Research & Development,Manager,11916,Yes,9,Married,No,58.0,MEDIUM RISK
39,Male,Research & Development,Manufacturing Director,4534,No,8,Single,No,52.0,MEDIUM RISK
31,Female,Sales,Sales Executive,9852,Yes,10,Divorced,No,50.0,MEDIUM RISK
41,Male,Sales,Sales Executive,6151,No,19,Single,No,53.0,MEDIUM RISK
31,Female,Sales,Sales Representative,2302,Yes,3,Single,Yes,52.5,MEDIUM RISK
44,Male,Research & Development,Laboratory Technician,2362,No,3,Married,Yes,57.0,MEDIUM RISK
42,Male,Research & Development,Manager,17861,Yes,20,Married,No,48.5,MEDIUM RISK
55,Female,Research & Development,Manager,19187,No,19,Married,No,51.0,MEDIUM RISK
56,Male,Human Resources,Manager,19717,No,7,Single,No,53.5,MEDIUM RISK
40,Male,Research & Development,Research Scientist,3544,No,4,Divorced,No,53.0,MEDIUM RISK
34,Male,Research & Development,Healthcare Representative,8500,No,9,Divorced,No,50.5,MEDIUM RISK
40,Male,Research & Development,Research Scientist,4661,No,9,Single,No,50.0,MEDIUM RISK
41,Female,Sales,Sales Executive,4103,No,9,Divorced,No,56.0,MEDIUM RISK
35,Male,Research & Development,Research Scientist,4249,Yes,9,Single,No,51.0,MEDIUM RISK
51,Male,Human Resources,Manager,14026,Yes,33,Divorced,No,48.0,MEDIUM RISK
38,Female,Sales,Sales Executive,6893,No,7,Divorced,No,55.5,MEDIUM RISK
34,Female,Sales,Sales Executive,6125,No,10,Single,No,56.0,MEDIUM RISK
25,Male,Research & Development,Laboratory Technician,3669,No,3,Married,No,48.0,MEDIUM RISK
58,Female,Research & Development,Manufacturing Director,10008,Yes,10,Married,Yes,59.5,MEDIUM RISK
40,Male,Research & Development,Laboratory Technician,2387,No,4,Married,No,48.5,MEDIUM RISK
36,Female,Sales,Sales Executive,4639,No,15,Married,No,56.5,MEDIUM RISK
48,Male,Research & Development,Manufacturing Director,7898,No,10,Single,No,49.0,MEDIUM RISK
27,Female,Sales,Sales Representative,2534,No,1,Married,No,52.0,MEDIUM RISK
51,Female,Research & Development,Manufacturing Director,13142,No,5,Single,No,50.5,MEDIUM RISK
18,Female,Research & Development,Laboratory Technician,1611,No,0,Single,No,54.5,MEDIUM RISK
35,Female,Research & Development,Laboratory Technician,5363,No,9,Married,No,53.0,MEDIUM RISK
27,Male,Sales,Sales Executive,5071,No,6,Single,No,50.5,MEDIUM RISK
55,Male,Sales,Sales Executive,13695,Yes,19,Single,Yes,52.5,MEDIUM RISK
56,Male,Research & Development,Manufacturing Director,13402,Yes,19,Married,No,51.0,MEDIUM RISK
34,Female,Research & Development,Research Scientist,2029,No,5,Divorced,No,50.0,MEDIUM RISK
40,Female,Research & Development,Healthcare Representative,6377,No,12,Divorced,No,53.5,MEDIUM RISK
34,Male,Research & Development,Laboratory Technician,5429,No,8,Married,No,50.0,MEDIUM RISK
31,Female,Sales,Sales Representative,2785,No,1,Single,Yes,52.0,MEDIUM RISK
35,Female,Sales,Sales Executive,4614,Yes,4,Married,Yes,52.0,MEDIUM RISK
38,Male,Research & Development,Research Scientist,2610,No,4,Divorced,No,46.0,MEDIUM RISK
34,Female,Research & Development,Healthcare Representative,6687,No,14,Single,No,51.0,MEDIUM RISK
28,Male,Sales,Sales Executive,4724,No,5,Married,No,58.5,MEDIUM RISK
31,Male,Research & Development,Manufacturing Director,6179,Yes,10,Married,Yes,47.5,MEDIUM RISK
39,Male,Sales,Sales Executive,6120,Yes,5,Married,No,48.5,MEDIUM RISK
51,Male,Sales,Sales Executive,10596,No,4,Married,No,50.5,MEDIUM RISK
41,Female,Research & Development,Research Scientist,5467,Yes,6,Divorced,No,49.5,MEDIUM RISK
37,Male,Research & Development,Research Scientist,2996,Yes,6,Married,No,53.0,MEDIUM RISK
33,Male,Sales,Sales Executive,9998,No,5,Married,No,53.5,MEDIUM RISK
32,Male,Sales,Sales Executive,4078,Yes,3,Married,No,43.5,MEDIUM RISK
39,Male,Research & Development,Healthcare Representative,10920,No,6,Married,No,48.0,MEDIUM RISK
25,Male,Sales,Sales Executive,6232,No,3,Married,No,51.5,MEDIUM RISK
52,Female,Research & Development,Manufacturing Director,13247,Yes,5,Married,No,50.5,MEDIUM RISK
43,Female,Research & Development,Research Scientist,4081,Yes,20,Single,No,53.5,MEDIUM RISK
27,Female,Sales,Sales Executive,5769,Yes,6,Married,No,51.5,MEDIUM RISK
27,Female,Research & Development,Research Scientist,2394,Yes,8,Single,Yes,52.0,MEDIUM RISK
26,Male,Research & Development,Research Scientist,3904,No,4,Single,No,49.0,MEDIUM RISK
42,Female,Human Resources,Manager,16799,No,20,Married,No,56.0,MEDIUM RISK
52,Female,Research & Development,Laboratory Technician,2950,No,5,Married,No,58.5,MEDIUM RISK
37,Female,Research & Development,Laboratory Technician,3629,No,3,Single,No,53.5,MEDIUM RISK
35,Male,Research & Development,Manufacturing Director,9362,No,2,Single,No,52.0,MEDIUM RISK
25,Male,Research & Development,Laboratory Technician,3229,No,3,Married,No,51.0,MEDIUM RISK
26,Male,Research & Development,Laboratory Technician,3578,No,7,Single,No,56.0,MEDIUM RISK
29,Male,Human Resources,Human Resources,7988,No,10,Single,No,56.5,MEDIUM RISK
49,Male,Research & Development,Laboratory Technician,4284,No,4,Single,Yes,58.5,MEDIUM RISK
29,Female,Research & Development,Healthcare Representative,7553,Yes,8,Single,Yes,51.5,MEDIUM RISK
54,Female,Research & Development,Research Director,17328,No,20,Single,No,53.0,MEDIUM RISK
58,Female,Research & Development,Research Director,19701,Yes,9,Married,No,56.5,MEDIUM RISK
55,Male,Research & Development,Research Director,14732,No,7,Divorced,No,49.0,MEDIUM RISK
36,Female,Sales,Sales Executive,9278,Yes,5,Single,No,50.0,MEDIUM RISK
31,Female,Sales,Sales Representative,1359,No,1,Single,Yes,52.5,MEDIUM RISK
30,Female,Sales,Sales Executive,4779,No,3,Divorced,No,55.0,MEDIUM RISK
31,Female,Research & Development,Research Director,16422,No,3,Single,No,52.5,MEDIUM RISK
34,Male,Research & Development,Research Scientist,2996,No,4,Divorced,No,54.0,MEDIUM RISK
31,Female,Research & Development,Research Scientist,1261,No,1,Single,Yes,51.0,MEDIUM RISK
27,Male,Research & Development,Laboratory Technician,2099,No,5,Married,No,55.5,MEDIUM RISK
36,Male,Research & Development,Laboratory Technician,5810,No,10,Single,No,51.5,MEDIUM RISK
36,Female,Sales,Sales Executive,5647,No,3,Married,No,56.5,MEDIUM RISK
47,Male,Research & Development,Research Scientist,3420,No,6,Married,No,51.5,MEDIUM RISK
25,Male,Sales,Sales Representative,4400,No,3,Married,Yes,60.5,HIGH RISK
37,Male,Research & Development,Laboratory Technician,3500,No,6,Single,No,52.5,MEDIUM RISK
56,Female,Research & Development,Research Scientist,2066,No,3,Married,No,58.0,MEDIUM RISK
47,Female,Research & Development,Research Director,17169,No,20,Married,No,51.5,MEDIUM RISK
24,Female,Sales,Sales Executive,4162,Yes,5,Married,No,47.5,MEDIUM RISK
32,Male,Sales,Sales Executive,9204,No,4,Married,No,46.5,MEDIUM RISK
34,Female,Research & Development,Laboratory Technician,3294,No,5,Married,No,51.0,MEDIUM RISK
41,Male,Research & Development,Research Scientist,2127,Yes,4,Married,No,51.0,MEDIUM RISK
40,Male,Research & Development,Laboratory Technician,3975,No,8,Divorced,No,47.5,MEDIUM RISK
31,Male,Sales,Sales Executive,10793,No,13,Divorced,No,49.0,MEDIUM RISK
46,Male,Sales,Sales Executive,10096,No,7,Divorced,Yes,50.5,MEDIUM RISK
39,Female,Research & Development,Laboratory Technician,3646,Yes,1,Single,Yes,61.0,HIGH RISK
31,Female,Research & Development,Manufacturing Director,7446,No,10,Single,Yes,54.0,MEDIUM RISK
45,Male,Research & Development,Healthcare Representative,10851,Yes,7,Divorced,No,54.5,MEDIUM RISK
31,Female,Human Resources,Human Resources,2109,No,3,Single,No,51.0,MEDIUM RISK
31,Male,Research & Development,Laboratory Technician,3722,Yes,2,Married,Yes,49.5,MEDIUM RISK
45,Male,Research & Development,Manufacturing Director,9380,Yes,3,Married,No,49.0,MEDIUM RISK
48,Male,Sales,Sales Executive,5486,No,2,Divorced,No,54.5,MEDIUM RISK
34,Female,Human Resources,Human Resources,2742,No,2,Married,Yes,54.0,MEDIUM RISK
40,Male,Research & Development,Research Director,13757,No,9,Divorced,No,49.0,MEDIUM RISK
28,Male,Sales,Sales Executive,8463,No,5,Single,No,54.0,MEDIUM RISK
44,Male,Research & Development,Laboratory Technician,3162,No,5,Single,No,50.0,MEDIUM RISK
53,Male,Research & Development,Research Director,16598,No,9,Single,No,51.5,MEDIUM RISK
49,Male,Research & Development,Healthcare Representative,6651,No,3,Married,No,53.0,MEDIUM RISK
40,Male,Research & Development,Research Scientist,2345,No,3,Divorced,No,51.5,MEDIUM RISK
44,Male,Research & Development,Research Scientist,3420,No,5,Single,No,50.5,MEDIUM RISK
33,Male,Sales,Sales Executive,4373,No,4,Married,No,53.5,MEDIUM RISK
34,Male,Sales,Sales Executive,4759,No,13,Single,No,57.5,MEDIUM RISK
30,Male,Sales,Sales Executive,5301,No,2,Married,No,49.5,MEDIUM RISK
42,Female,Research & Development,Laboratory Technician,3673,No,12,Single,No,52.0,MEDIUM RISK
44,Female,Sales,Sales Executive,4768,No,1,Married,No,52.5,MEDIUM RISK
30,Male,Research & Development,Research Scientist,1274,No,1,Divorced,No,47.0,MEDIUM RISK
57,Male,Research & Development,Research Scientist,4900,No,12,Married,No,47.5,MEDIUM RISK
49,Male,Research & Development,Healthcare Representative,10466,No,8,Divorced,No,47.0,MEDIUM RISK
34,Male,Research & Development,Research Director,17007,No,14,Divorced,No,52.0,MEDIUM RISK
28,Male,Sales,Sales Representative,2909,No,3,Married,Yes,50.0,MEDIUM RISK
29,Female,Sales,Sales Executive,5765,No,5,Single,Yes,52.5,MEDIUM RISK
34,Female,Sales,Sales Executive,4599,Yes,15,Single,Yes,51.0,MEDIUM RISK
35,Male,Sales,Sales Representative,2404,No,1,Married,No,50.5,MEDIUM RISK
24,Male,Research & Development,Laboratory Technician,3172,Yes,0,Single,Yes,60.5,HIGH RISK
24,Female,Sales,Sales Representative,2033,No,1,Married,No,51.0,MEDIUM RISK
44,Male,Research & Development,Manufacturing Director,10209,Yes,2,Single,No,51.5,MEDIUM RISK
29,Male,Sales,Sales Executive,8620,No,10,Divorced,No,46.5,MEDIUM RISK
30,Male,Human Resources,Human Resources,2064,No,5,Divorced,No,47.0,MEDIUM RISK
55,Male,Research & Development,Healthcare Representative,4035,Yes,3,Married,No,48.5,MEDIUM RISK
33,Female,Research & Development,Laboratory Technician,3838,No,5,Married,No,51.0,MEDIUM RISK
47,Female,Sales,Sales Executive,4591,Yes,5,Married,No,50.5,MEDIUM RISK
28,Male,Research & Development,Laboratory Technician,2561,No,0,Single,Yes,60.5,HIGH RISK
28,Male,Research & Development,Research Scientist,1563,No,1,Divorced,No,52.5,MEDIUM RISK
28,Male,Sales,Sales Executive,4898,No,4,Single,No,53.5,MEDIUM RISK
49,Female,Research & Development,Laboratory Technician,4789,No,3,Married,No,56.5,MEDIUM RISK
29,Female,Research & Development,Laboratory Technician,3180,No,3,Married,No,47.0,MEDIUM RISK
28,Male,Research & Development,Manufacturing Director,6549,No,8,Married,No,48.0,MEDIUM RISK
33,Male,Research & Development,Healthcare Representative,6388,Yes,0,Single,No,52.0,MEDIUM RISK
32,Male,Research & Development,Manager,11244,No,5,Single,No,50.5,MEDIUM RISK
54,Female,Research & Development,Manager,16032,No,14,Divorced,No,51.5,MEDIUM RISK
29,Male,Research & Development,Research Scientist,2362,No,9,Single,Yes,59.0,MEDIUM RISK
44,Male,Research & Development,Research Director,16328,No,20,Married,No,54.0,MEDIUM RISK
39,Female,Research & Development,Manufacturing Director,8376,No,2,Single,No,51.0,MEDIUM RISK
46,Female,Sales,Manager,16606,No,13,Married,No,52.0,MEDIUM RISK
35,Female,Research & Development,Healthcare Representative,8606,No,11,Single,No,51.5,MEDIUM RISK
23,Male,Research & Development,Laboratory Technician,2272,No,4,Single,No,49.0,MEDIUM RISK
40,Male,Research & Development,Laboratory Technician,2018,No,5,Single,Yes,58.5,MEDIUM RISK
34,Male,Sales,Sales Executive,7083,Yes,10,Married,No,51.5,MEDIUM RISK
31,Female,Research & Development,Research Scientist,4084,No,7,Single,Yes,54.0,MEDIUM RISK
50,Male,Research & Development,Research Director,14411,Yes,32,Single,No,51.5,MEDIUM RISK
34,Male,Sales,Sales Representative,2308,Yes,11,Married,No,47.5,MEDIUM RISK
42,Male,Research & Development,Laboratory Technician,4841,No,1,Married,No,50.5,MEDIUM RISK
37,Male,Research & Development,Research Scientist,4285,No,10,Married,No,54.5,MEDIUM RISK
29,Female,Research & Development,Healthcare Representative,9715,No,7,Married,No,56.0,MEDIUM RISK
33,Male,Research & Development,Manufacturing Director,4320,No,5,Single,No,48.5,MEDIUM RISK
45,Male,Research & Development,Research Scientist,2132,No,5,Married,No,48.0,MEDIUM RISK
42,Male,Research & Development,Healthcare Representative,10124,Yes,20,Married,No,49.5,MEDIUM RISK
40,Male,Sales,Sales Executive,5473,No,8,Married,No,54.0,MEDIUM RISK
33,Male,Research & Development,Laboratory Technician,5207,Yes,15,Married,No,49.0,MEDIUM RISK
40,Male,Human Resources,Manager,16437,Yes,21,Single,No,51.5,MEDIUM RISK
24,Male,Research & Development,Laboratory Technician,2296,No,1,Divorced,No,54.0,MEDIUM RISK
40,Male,Research & Development,Healthcare Representative,4069,Yes,2,Divorced,No,52.0,MEDIUM RISK
45,Male,Research & Development,Healthcare Representative,7441,No,10,Divorced,No,48.5,MEDIUM RISK
35,Female,Sales,Sales Representative,2430,No,5,Married,No,48.0,MEDIUM RISK
32,Female,Research & Development,Research Scientist,5878,No,7,Married,No,53.0,MEDIUM RISK
36,Male,Sales,Sales Representative,2644,Yes,3,Single,No,52.0,MEDIUM RISK
48,Female,Sales,Sales Executive,6439,No,8,Divorced,No,51.0,MEDIUM RISK
29,Male,Research & Development,Research Scientist,2451,No,1,Married,No,50.0,MEDIUM RISK
33,Male,Sales,Sales Executive,6392,No,2,Married,No,53.5,MEDIUM RISK
30,Male,Sales,Sales Executive,9714,No,10,Married,Yes,54.5,MEDIUM RISK
38,Male,Human Resources,Human Resources,6077,No,6,Married,No,52.0,MEDIUM RISK
35,Male,Research & Development,Laboratory Technician,2450,No,3,Single,No,57.0,MEDIUM RISK
30,Male,Sales,Sales Executive,9250,No,4,Married,No,47.5,MEDIUM RISK
35,Female,Research & Development,Laboratory Technician,2074,Yes,1,Divorced,Yes,62.0,HIGH RISK
53,Female,Research & Development,Manufacturing Director,10169,No,33,Married,Yes,49.0,MEDIUM RISK
38,Male,Research & Development,Manufacturing Director,4855,No,5,Married,Yes,49.0,MEDIUM RISK
32,Male,Research & Development,Research Scientist,4087,No,6,Married,No,54.0,MEDIUM RISK
48,Female,Research & Development,Research Scientist,2367,No,8,Married,No,56.0,MEDIUM RISK
34,Male,Research & Development,Research Scientist,2972,No,1,Single,No,50.0,MEDIUM RISK
55,Male,Sales,Manager,19586,No,36,Married,No,48.5,MEDIUM RISK
34,Male,Research & Development,Research Scientist,5484,No,2,Married,No,49.5,MEDIUM RISK
26,Female,Research & Development,Research Scientist,2061,No,1,Married,No,54.0,MEDIUM RISK
38,Male,Sales,Sales Executive,9924,No,9,Married,No,47.0,MEDIUM RISK
38,Female,Sales,Sales Executive,4198,No,3,Single,No,52.0,MEDIUM RISK
36,Female,Sales,Sales Executive,6815,No,1,Single,No,52.5,MEDIUM RISK
29,Male,Research & Development,Laboratory Technician,4723,Yes,10,Single,No,57.5,MEDIUM RISK
35,Female,Research & Development,Healthcare Representative,6142,Yes,5,Single,No,50.5,MEDIUM RISK
39,Male,Sales,Sales Executive,8237,No,7,Married,No,49.5,MEDIUM RISK
29,Male,Research & Development,Healthcare Representative,8853,No,6,Divorced,No,52.0,MEDIUM RISK
50,Male,Sales,Manager,19331,Yes,1,Married,No,49.5,MEDIUM RISK
23,Male,Research & Development,Research Scientist,2073,No,2,Married,No,50.0,MEDIUM RISK
36,Male,Research & Development,Laboratory Technician,5562,Yes,3,Married,No,52.5,MEDIUM RISK
42,Male,Research & Development,Manager,19613,No,1,Single,No,49.5,MEDIUM RISK
35,Male,Research & Development,Laboratory Technician,3407,No,10,Married,No,47.5,MEDIUM RISK
34,Male,Research & Development,Healthcare Representative,5063,No,8,Married,No,48.5,MEDIUM RISK
40,Female,Sales,Sales Executive,4639,No,5,Married,No,57.5,MEDIUM RISK
43,Male,Research & Development,Laboratory Technician,4876,No,6,Divorced,No,52.5,MEDIUM RISK
35,Male,Research & Development,Laboratory Technician,2690,No,1,Married,No,49.5,MEDIUM RISK
46,Male,Sales,Manager,17567,No,26,Single,No,54.5,MEDIUM RISK
28,Male,Research & Development,Laboratory Technician,2408,Yes,1,Married,Yes,47.5,MEDIUM RISK
22,Female,Research & Development,Research Scientist,2814,Yes,4,Married,No,51.0,MEDIUM RISK
50,Male,Research & Development,Healthcare Representative,11245,Yes,30,Married,No,49.5,MEDIUM RISK
32,Female,Research & Development,Research Scientist,3312,No,3,Married,No,49.5,MEDIUM RISK
44,Female,Research & Development,Research Director,19049,Yes,22,Divorced,No,50.0,MEDIUM RISK
30,Male,Research & Development,Research Scientist,2141,No,6,Married,No,49.5,MEDIUM RISK
45,Female,Research & Development,Laboratory Technician,5769,Yes,10,Single,No,57.5,MEDIUM RISK
45,Male,Sales,Sales Executive,4385,No,10,Married,No,57.0,MEDIUM RISK
31,Male,Sales,Sales Executive,5332,No,5,Single,No,55.0,MEDIUM RISK
36,Female,Research & Development,Manufacturing Director,4663,Yes,3,Married,No,50.0,MEDIUM RISK
34,Male,Research & Development,Manufacturing Director,4724,No,9,Divorced,No,49.0,MEDIUM RISK
49,Female,Research & Development,Laboratory Technician,3211,No,9,Married,No,57.5,MEDIUM RISK
39,Male,Research & Development,Manufacturing Director,5377,No,7,Married,No,53.0,MEDIUM RISK
27,Male,Research & Development,Laboratory Technician,4066,No,7,Divorced,No,55.5,MEDIUM RISK
35,Male,Research & Development,Research Scientist,5208,No,16,Married,No,57.0,MEDIUM RISK
28,Female,Research & Development,Manufacturing Director,4877,No,5,Divorced,No,56.5,MEDIUM RISK
21,Male,Research & Development,Research Scientist,3117,No,2,Single,No,49.5,MEDIUM RISK
18,Female,Sales,Sales Representative,1569,Yes,0,Single,Yes,53.5,MEDIUM RISK
47,Female,Human Resources,Manager,19658,No,5,Married,No,51.5,MEDIUM RISK
39,Male,Research & Development,Laboratory Technician,3069,No,10,Divorced,No,46.5,MEDIUM RISK
40,Female,Research & Development,Manufacturing Director,10435,No,18,Married,No,51.0,MEDIUM RISK
35,Female,Research & Development,Healthcare Representative,4148,No,14,Married,No,50.5,MEDIUM RISK
37,Male,Research & Development,Manufacturing Director,5768,No,4,Married,No,47.5,MEDIUM RISK
39,Female,Research & Development,Manufacturing Director,5042,No,9,Single,No,51.0,MEDIUM RISK
45,Female,Research & Development,Manufacturing Director,5770,No,10,Divorced,No,49.5,MEDIUM RISK
38,Female,Research & Development,Manufacturing Director,7756,Yes,5,Married,No,50.0,MEDIUM RISK
35,Male,Sales,Sales Executive,10306,No,13,Married,Yes,56.5,MEDIUM RISK
37,Female,Research & Development,Research Scientist,3936,No,8,Married,No,51.5,MEDIUM RISK
40,Female,Research & Development,Manufacturing Director,7945,Yes,4,Single,No,52.5,MEDIUM RISK
44,Male,Human Resources,Human Resources,5743,Yes,10,Married,No,50.5,MEDIUM RISK
48,Male,Research & Development,Manager,15202,No,2,Married,No,48.5,MEDIUM RISK
35,Male,Sales,Sales Executive,5440,Yes,2,Divorced,Yes,48.5,MEDIUM RISK
24,Female,Research & Development,Research Scientist,3760,Yes,6,Single,No,52.5,MEDIUM RISK
27,Female,Research & Development,Research Scientist,3517,No,3,Married,No,54.5,MEDIUM RISK
27,Male,Research & Development,Research Scientist,2580,No,4,Single,No,53.5,MEDIUM RISK
40,Male,Research & Development,Laboratory Technician,2166,Yes,4,Single,Yes,55.0,MEDIUM RISK
29,Male,Sales,Sales Executive,5869,No,5,Single,No,51.5,MEDIUM RISK
36,Female,Research & Development,Healthcare Representative,8008,No,3,Married,No,55.0,MEDIUM RISK
25,Male,Research & Development,Manufacturing Director,5206,No,7,Divorced,No,46.0,MEDIUM RISK
39,Male,Research & Development,Manufacturing Director,5295,No,5,Married,No,51.5,MEDIUM RISK
49,Female,Research & Development,Research Director,16413,No,4,Married,No,50.5,MEDIUM RISK
50,Female,Research & Development,Research Director,13269,No,14,Divorced,No,55.0,MEDIUM RISK
20,Female,Sales,Sales Representative,2783,No,2,Single,No,52.5,MEDIUM RISK
34,Female,Research & Development,Research Scientist,5433,No,11,Divorced,No,51.0,MEDIUM RISK
36,Male,Research & Development,Laboratory Technician,2013,No,4,Single,No,52.0,MEDIUM RISK
49,Female,Research & Development,Healthcare Representative,13966,Yes,15,Married,No,52.0,MEDIUM RISK
36,Female,Research & Development,Manufacturing Director,4374,No,3,Married,No,49.0,MEDIUM RISK
36,Male,Research & Development,Healthcare Representative,6842,No,5,Divorced,No,54.0,MEDIUM RISK
54,Female,Research & Development,Manager,17426,No,10,Married,No,51.0,MEDIUM RISK
43,Male,Research & Development,Research Director,17603,No,14,Married,No,49.0,MEDIUM RISK
35,Male,Sales,Sales Executive,4581,Yes,11,Single,Yes,53.5,MEDIUM RISK
38,Male,Research & Development,Research Scientist,4735,No,13,Married,No,49.0,MEDIUM RISK
29,Male,Sales,Sales Executive,4187,Yes,10,Divorced,No,48.5,MEDIUM RISK
33,Male,Sales,Sales Executive,5505,No,6,Divorced,No,46.0,MEDIUM RISK
32,Male,Research & Development,Research Scientist,5470,No,9,Divorced,No,45.0,MEDIUM RISK
31,Female,Sales,Sales Executive,5476,No,10,Married,No,50.5,MEDIUM RISK
49,Female,Research & Development,Laboratory Technician,2587,Yes,2,Divorced,No,57.5,MEDIUM RISK
38,Female,Research & Development,Laboratory Technician,2440,No,4,Single,No,50.0,MEDIUM RISK
47,Female,Sales,Manager,15972,No,3,Divorced,No,50.5,MEDIUM RISK
49,Male,Research & Development,Manager,15379,No,8,Single,No,53.0,MEDIUM RISK
41,Male,Sales,Sales Executive,7082,Yes,2,Single,No,48.5,MEDIUM RISK
20,Male,Sales,Sales Representative,2728,No,2,Single,No,59.0,MEDIUM RISK
33,Female,Sales,Sales Executive,5368,Yes,6,Divorced,No,51.5,MEDIUM RISK
36,Male,Research & Development,Healthcare Representative,5347,No,3,Married,No,48.5,MEDIUM RISK
44,Female,Human Resources,Human Resources,3195,Yes,2,Divorced,No,50.5,MEDIUM RISK
23,Male,Research & Development,Laboratory Technician,3989,Yes,5,Single,Yes,52.5,MEDIUM RISK
38,Female,Research & Development,Laboratory Technician,3306,No,0,Married,No,52.5,MEDIUM RISK
53,Male,Research & Development,Healthcare Representative,7005,No,4,Married,No,51.0,MEDIUM RISK
48,Female,Sales,Sales Representative,2655,Yes,9,Married,Yes,51.0,MEDIUM RISK
32,Male,Research & Development,Laboratory Technician,1393,No,1,Single,Yes,53.5,MEDIUM RISK
26,Male,Research & Development,Laboratory Technician,2570,No,7,Single,No,51.0,MEDIUM RISK
55,Male,Research & Development,Research Scientist,3537,No,4,Divorced,No,50.0,MEDIUM RISK
34,Male,Research & Development,Laboratory Technician,3986,No,15,Married,No,48.5,MEDIUM RISK
60,Male,Research & Development,Healthcare Representative,10883,No,1,Divorced,No,51.0,MEDIUM RISK
33,Male,Research & Development,Laboratory Technician,2028,No,14,Married,No,47.5,MEDIUM RISK
37,Male,Sales,Sales Executive,9525,No,6,Divorced,No,49.0,MEDIUM RISK
34,Female,Research & Development,Research Scientist,2929,No,10,Married,No,51.5,MEDIUM RISK
23,Male,Sales,Sales Representative,2275,Yes,3,Divorced,Yes,47.5,MEDIUM RISK
44,Female,Research & Development,Healthcare Representative,7879,Yes,8,Married,No,51.5,MEDIUM RISK
35,Male,Research & Development,Research Scientist,4930,Yes,5,Single,No,49.0,MEDIUM RISK
43,Male,Sales,Sales Executive,7847,Yes,10,Married,No,48.0,MEDIUM RISK
24,Male,Research & Development,Research Scientist,4401,No,5,Married,No,48.5,MEDIUM RISK
41,Male,Sales,Sales Executive,9241,No,10,Single,No,50.5,MEDIUM RISK
29,Female,Research & Development,Laboratory Technician,2974,No,5,Married,No,51.5,MEDIUM RISK
36,Female,Sales,Sales Representative,4502,No,13,Single,No,52.0,MEDIUM RISK
45,Male,Research & Development,Healthcare Representative,10748,No,23,Married,No,49.5,MEDIUM RISK
24,Male,Human Resources,Human Resources,1555,No,1,Married,Yes,49.5,MEDIUM RISK
47,Male,Sales,Sales Executive,12936,No,23,Married,Yes,51.5,MEDIUM RISK
26,Male,Research & Development,Laboratory Technician,2305,No,3,Married,No,45.5,MEDIUM RISK
45,Female,Research & Development,Research Director,16704,No,21,Single,No,52.0,MEDIUM RISK
32,Male,Research & Development,Research Scientist,3433,No,5,Married,No,50.0,MEDIUM RISK
31,Male,Research & Development,Laboratory Technician,3477,No,5,Married,No,47.5,MEDIUM RISK
41,Male,Human Resources,Human Resources,6430,No,3,Married,No,48.0,MEDIUM RISK
40,Female,Research & Development,Manufacturing Director,6516,Yes,1,Married,No,58.5,MEDIUM RISK
24,Male,Research & Development,Laboratory Technician,3907,No,6,Divorced,No,55.5,MEDIUM RISK
46,Male,Research & Development,Healthcare Representative,5562,No,10,Single,No,49.5,MEDIUM RISK
